filename,concept,start_time,start_sec,duration_sec,offset,csv_start_sec
KLQ_10_8_A_below_the_cat_is_below_the_table_Khan04.wav,below (the cat is below the table),1:00:10.383,3610.383,1.287,1192.0,2418.383
KLQ_10_15_A_last_year_Khan04.wav,last year,1:00:23.094,3623.094,0.905,1192.0,2431.094
KLQ_10_16_A_two_years_ago_Khan04.wav,two years ago,1:00:30.000,3630.0,1.031,1192.0,2438.0
KLQ_10_17_A_morning_Khan04.wav,morning,1:00:48.694,3648.694,1.09,1192.0,2456.694
KLQ_10_18_A_midday_Khan04.wav,midday,1:00:56.480,3656.48,0.878,1192.0,2464.48
KLQ_10_19_A_afternoon_Khan04.wav,afternoon,1:01:11.561,3671.561,0.817,1192.0,2479.561
KLQ_10_2_A_evening_Khan04.wav,evening,1:01:17.736,3677.736,0.939,1192.0,2485.736
KLQ_11_1_A_Monday_Khan04.wav,Monday,1:01:29.139,3689.139,1.03,1192.0,2497.139
KLQ_11_2_A_Tuesday_Khan04.wav,Tuesday,1:01:33.759,3693.759,1.272,1192.0,2501.759
KLQ_11_3_A_Wednesday_Khan04.wav,Wednesday,1:01:44.688,3704.688,1.075,1192.0,2512.688
KLQ_11_4_A_Thursday_Khan04.wav,Thursday,1:01:53.564,3713.564,1.257,1192.0,2521.564
KLQ_11_5_A_Friday_Khan04.wav,Friday,1:02:01.654,3721.654,0.696,1192.0,2529.654
KLQ_11_6_A_Saturday_Khan04.wav,Saturday,1:02:14.898,3734.898,0.893,1192.0,2542.898
KLQ_11_7_A_Sunday_Khan04.wav,Sunday,1:02:23.228,3743.228,1.03,1192.0,2551.228
KLQ_12_1_A_what_Khan04.wav,what,1:02:38.814,3758.814,0.772,1192.0,2566.814
KLQ_12_6_A_how_much_salt_is_in_the_bag_Khan04.wav,how much salt is in the bag?,1:02:55.040,3775.04,3.483,1192.0,2583.04
KLQ_12_6_A_how_much_Khan04.wav,how much,1:03:08.145,3788.145,0.848,1192.0,2596.145
KLQ_12_7_A_how_many_boys_are_in_the_class_Khan04.wav,how many boys are in the class?,1:03:35.698,3815.698,2.764,1192.0,2623.698
KLQ_12_7_A_how_many_Khan04.wav,how many,1:03:42.601,3822.601,0.999,1192.0,2630.601
