filename,concept,start_time,start_sec,duration_sec,offset,csv_start_sec
KLQ_6_1_A_to_be_born_Fail02.wav,to be born,0:50:54.166,3054.166,1.019,335.0,2719.166
KLQ_6_2_A_to_wake_up_Fail02.wav,to wake up,0:51:30.887,3090.887,1.39,335.0,2755.887
KLQ_6_3_A_to_sleep_Fail02.wav,to sleep,0:51:51.425,3111.425,0.881,335.0,2776.425
KLQ_6_4_A_to_lie_down_Fail02.wav,to lie down,0:52:09.185,3129.185,0.915,335.0,2794.185
KLQ_6_6_A_to_bathe_immerse_the_whole_body_Fail02.wav,to bathe (immerse the whole body,0:52:21.307,3141.307,0.894,335.0,2806.307
KLQ_6_8_A_to_buy_Fail02.wav,to buy,0:52:52.902,3172.902,0.794,335.0,2837.902
KLQ_6_5_A_to_rise_Fail02.wav,to rise,0:54:07.567,3247.567,0.609,335.0,2912.567
KLQ_6_7_A_to_wash_Fail02.wav,to wash,0:54:53.307,3293.307,0.82,335.0,2958.307
KLQ_6_9_A_to_sell_Fail02.wav,to sell,0:55:25.162,3325.162,0.686,335.0,2990.162
KLQ_6_1_A_to_remember_Fail02.wav,to remember,0:56:02.809,3362.809,0.941,335.0,3027.809
KLQ_6_11_A_to_forget_Fail02.wav,to forget,0:56:24.357,3384.357,1.142,335.0,3049.357
KLQ_6_12_A_to_search_Fail02.wav,to search,0:56:44.608,3404.608,0.933,335.0,3069.608
KLQ_6_13_A_to_find_Fail02.wav,to find,0:56:57.310,3417.31,0.907,335.0,3082.31
KLQ_6_14_A_to_speak_Fail02.wav,to speak,0:57:15.058,3435.058,0.976,335.0,3100.058
KLQ_6_15_A_to_grow_up_Fail02.wav,to grow up,0:57:31.557,3451.557,0.799,335.0,3116.557
KLQ_7_1_A_to_go_Fail02.wav,to go,0:58:12.000,3492.0,0.541,335.0,3157.0
KLQ_7_2_A_to_come_Fail02.wav,to come,0:58:22.846,3502.846,0.653,335.0,3167.846
KLQ_7_3_A_go_Fail02.wav,go!,0:58:32.844,3512.844,0.5,335.0,3177.844
KLQ_7_4_A_come_here_Fail02.wav,come here!,0:58:44.547,3524.547,0.635,335.0,3189.547
KLQ_7_5_A_to_return_Fail02.wav,to return,0:59:01.115,3541.115,0.963,335.0,3206.115
KLQ_7_6_A_to_stand_Fail02.wav,to stand,0:59:18.741,3558.741,0.803,335.0,3223.741
KLQ_7_6_B_to_stop_Fail02.wav,to stop,0:59:30.413,3570.413,0.704,335.0,3235.413
KLQ_7_7_A_to_enter_Fail02.wav,to enter,0:59:43.271,3583.271,0.872,335.0,3248.271
KLQ_7_8_A_to_reach_arrive_Fail02.wav,"to reach, arrive",0:59:54.104,3594.104,0.816,335.0,3259.104
KLQ_7_9_A_to_run_Fail02.wav,to run,1:00:15.372,3615.372,0.82,335.0,3280.372
KLQ_7_1_A_to_walk_Fail02.wav,to walk,1:00:26.371,3626.371,0.829,335.0,3291.371
KLQ_7_11_A_to_approach_Fail02.wav,to approach,1:00:49.039,3649.039,1.144,335.0,3314.039
KLQ_7_12_A_to_fly_Fail02.wav,to fly,1:01:26.231,3686.231,0.971,335.0,3351.231
KLQ_7_13_A_to_jump_Fail02.wav,to jump,1:01:35.573,3695.573,0.656,335.0,3360.573
KLQ_7_14_A_to_pull_Fail02.wav,to pull,1:01:53.608,3713.608,0.643,335.0,3378.608
KLQ_7_15_A_to_push_Fail02.wav,to push,1:02:12.093,3732.093,0.704,335.0,3397.093
KLQ_8_1_A_to_see_Fail02.wav,to see,1:02:40.102,3760.102,0.656,335.0,3425.102
KLQ_8_2_A_to_look_at_Fail02.wav,to look at,1:02:50.275,3770.275,0.915,335.0,3435.275
KLQ_8_3_A_to_hear_Fail02.wav,to hear,1:03:25.838,3805.838,1.015,335.0,3470.838
KLQ_8_4_A_to_listen_to_Fail02.wav,to listen to,1:03:28.110,3808.11,1.123,335.0,3473.11
KLQ_8_5_A_to_understand_Fail02.wav,to understand,1:04:18.000,3858.0,0.785,335.0,3523.0
KLQ_8_6_A_to_smell_eg_I_can_smell_the_food_that_is_Fail02.wav,to smell (e.g. I can smell the food that is cooking),1:04:33.500,3873.5,1.067,335.0,3538.5
